dimension,dimension_display,model_id,model,n,correct,accuracy_pct,ci_low_pct,ci_high_pct,ci_width_pct_points,bootstrap_degenerate,n_invalid_extraction,bootstrap_unit,bootstrap_method,confidence_level,bootstrap_reps,base_seed
temporal_location,T-Loc,llava-video-7b,LLaVA-Video-7B,587,168,28.620102214650768,25.04258943781942,32.36797274275979,7.325383304940375,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,videollama3-7b,VideoLLaMA3-7B,587,155,26.405451448040886,22.82793867120954,29.982964224872234,7.155025553662692,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,llava-video-72b,LLaVA-Video-72B,587,152,25.894378194207835,22.31686541737649,29.471890971039183,7.155025553662692,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,qwen2.5-vl-7b,Qwen2.5-VL-7B,587,152,25.894378194207835,22.31686541737649,29.471890971039183,7.155025553662692,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,587,151,25.72402044293015,22.14650766609881,29.3015332197615,7.155025553662692,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,video-llava-7b,Video-LLaVA-7B,587,150,25.55366269165247,22.14650766609881,29.131175468483818,6.984667802385008,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,video-r1-7b,Video-R1-7B,587,150,25.55366269165247,22.14650766609881,29.131175468483818,6.984667802385008,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,minicpm-v-2.6,MiniCPM-V-2.6,587,138,23.509369676320272,20.10221465076661,26.916524701873932,6.814310051107325,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,qwen3-vl-8b,Qwen3-VL-8B,587,118,20.10221465076661,16.86541737649063,23.339011925042588,6.473594548551959,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,video-chatgpt-7b,Video-ChatGPT-7B,587,106,18.05792163543441,14.991482112436117,21.29471890971039,6.303236797274275,False,244,QA item,percentile,0.95,20000,20260724
duration_category,Duration,gpt-5.5,GPT-5.5,312,139,44.55128205128205,39.1025641025641,50.0,10.897435897435898,False,2,QA item,percentile,0.95,20000,20260724
duration_category,Duration,seed-2.0-lite,Seed-2.0-Lite,312,137,43.91025641025641,38.46153846153847,49.358974358974365,10.897435897435898,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,glm-5v-turbo,GLM-5V-Turbo,312,132,42.30769230769231,36.858974358974365,47.756410256410255,10.897435897435898,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,312,125,40.06410256410257,34.61538461538461,45.51282051282051,10.897435897435898,False,1,QA item,percentile,0.95,20000,20260724
duration_category,Duration,grok-4.3,Grok-4.3,312,124,39.743589743589745,34.294871794871796,45.19230769230769,10.897435897435898,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,312,94,30.128205128205128,25.0,35.256410256410255,10.256410256410259,False,1,QA item,percentile,0.95,20000,20260724
duration_category,Duration,kimi-k2.6,Kimi-K2.6,312,94,30.128205128205128,25.0,35.256410256410255,10.256410256410259,False,3,QA item,percentile,0.95,20000,20260724
duration_category,Duration,qwen2.5-vl-72b,Qwen2.5-VL-72B,312,94,30.128205128205128,25.0,35.256410256410255,10.256410256410259,False,2,QA item,percentile,0.95,20000,20260724
duration_category,Duration,mimo-v2-omni,Mimo-V2-Omni,312,84,26.923076923076923,22.115384615384613,32.05128205128205,9.93589743589744,False,39,QA item,percentile,0.95,20000,20260724
duration_category,Duration,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,312,77,24.679487179487182,19.871794871794872,29.48717948717949,9.615384615384617,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,video-llava-7b,Video-LLaVA-7B,312,74,23.717948717948715,19.230769230769234,28.525641025641026,9.294871794871792,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,gpt-5.4-mini,GPT-5.4-mini,312,68,21.794871794871796,17.307692307692307,26.602564102564102,9.294871794871796,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,llava-video-72b,LLaVA-Video-72B,312,67,21.474358974358974,16.98717948717949,25.961538461538463,8.974358974358976,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,llava-video-7b,LLaVA-Video-7B,312,67,21.474358974358974,16.98717948717949,25.961538461538463,8.974358974358976,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,internvl3-8b,InternVL3-8B,312,63,20.192307692307693,15.705128205128204,24.679487179487182,8.974358974358976,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,video-chatgpt-7b,Video-ChatGPT-7B,312,61,19.55128205128205,15.384615384615385,24.03846153846154,8.653846153846153,False,78,QA item,percentile,0.95,20000,20260724
duration_category,Duration,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,312,56,17.94871794871795,13.782051282051283,22.435897435897438,8.653846153846153,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,qwen3-vl-8b,Qwen3-VL-8B,312,55,17.628205128205128,13.461538461538462,22.115384615384613,8.653846153846153,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,minicpm-v-2.6,MiniCPM-V-2.6,312,53,16.98717948717949,12.82051282051282,21.153846153846153,8.333333333333334,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,videochat-r1.5-7b,VideoChat-R1.5-7B,312,53,16.98717948717949,12.82051282051282,21.153846153846153,8.333333333333334,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,videollama3-7b,VideoLLaMA3-7B,312,53,16.98717948717949,12.82051282051282,21.153846153846153,8.333333333333334,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,qwen2.5-vl-7b,Qwen2.5-VL-7B,312,47,15.064102564102564,11.217948717948719,19.230769230769234,8.012820512820513,False,0,QA item,percentile,0.95,20000,20260724
duration_category,Duration,video-r1-7b,Video-R1-7B,312,47,15.064102564102564,11.217948717948719,19.230769230769234,8.012820512820513,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,kimi-k2.6,Kimi-K2.6,278,157,56.4748201438849,50.719424460431654,62.23021582733813,11.510791366906481,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,grok-4.3,Grok-4.3,278,144,51.798561151079134,45.68345323741007,57.55395683453237,11.870503597122301,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,278,139,50.0,44.24460431654676,56.11510791366906,11.870503597122294,False,4,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,qwen2.5-vl-7b,Qwen2.5-VL-7B,278,122,43.884892086330936,38.1294964028777,49.64028776978417,11.510791366906476,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,seed-2.0-lite,Seed-2.0-Lite,278,121,43.52517985611511,37.76978417266187,49.280575539568346,11.510791366906476,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,mimo-v2-omni,Mimo-V2-Omni,278,117,42.086330935251794,36.330935251798564,47.84172661870504,11.510791366906476,False,14,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,gpt-5.5,GPT-5.5,278,116,41.726618705035975,35.97122302158273,47.482014388489205,11.510791366906476,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,qwen2.5-vl-72b,Qwen2.5-VL-72B,278,113,40.647482014388494,34.89208633093525,46.402877697841724,11.510791366906476,False,1,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,278,113,40.647482014388494,34.89208633093525,46.402877697841724,11.510791366906476,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,videochat-r1.5-7b,VideoChat-R1.5-7B,278,113,40.647482014388494,34.89208633093525,46.402877697841724,11.510791366906476,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,278,110,39.568345323741006,33.81294964028777,45.32374100719424,11.510791366906476,False,2,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,glm-5v-turbo,GLM-5V-Turbo,278,102,36.69064748201439,30.935251798561154,42.44604316546763,11.510791366906476,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,gpt-5.4-mini,GPT-5.4-mini,278,101,36.330935251798564,30.575539568345324,42.086330935251794,11.510791366906476,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,video-r1-7b,Video-R1-7B,278,98,35.25179856115108,29.856115107913666,41.007194244604314,11.151079136690651,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,internvl3-8b,InternVL3-8B,278,88,31.654676258992804,26.258992805755394,37.410071942446045,11.151079136690651,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,llava-video-72b,LLaVA-Video-72B,278,88,31.654676258992804,26.258992805755394,37.05035971223021,10.79136690647482,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,qwen3-vl-8b,Qwen3-VL-8B,278,87,31.294964028776977,25.899280575539567,37.05035971223021,11.151079136690644,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,video-llava-7b,Video-LLaVA-7B,278,79,28.41726618705036,23.021582733812952,33.81294964028777,10.79136690647482,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,minicpm-v-2.6,MiniCPM-V-2.6,278,70,25.179856115107913,20.14388489208633,30.215827338129497,10.071942446043167,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,videollama3-7b,VideoLLaMA3-7B,278,62,22.302158273381295,17.26618705035971,27.33812949640288,10.071942446043167,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,video-chatgpt-7b,Video-ChatGPT-7B,278,57,20.503597122302157,15.827338129496402,25.179856115107913,9.352517985611511,False,84,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,llava-video-7b,LLaVA-Video-7B,278,50,17.985611510791365,13.66906474820144,22.66187050359712,8.992805755395683,False,0,QA item,percentile,0.95,20000,20260724
conditional_state,Cond,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,278,44,15.827338129496402,11.510791366906476,20.14388489208633,8.633093525179856,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,grok-4.3,Grok-4.3,178,83,46.62921348314607,39.325842696629216,53.93258426966292,14.606741573033705,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,178,78,43.82022471910113,36.51685393258427,51.12359550561798,14.60674157303371,False,1,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,gpt-5.5,GPT-5.5,178,78,43.82022471910113,36.51685393258427,51.12359550561798,14.60674157303371,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,kimi-k2.6,Kimi-K2.6,178,78,43.82022471910113,36.51685393258427,51.12359550561798,14.60674157303371,False,2,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,seed-2.0-lite,Seed-2.0-Lite,178,68,38.20224719101123,30.89887640449438,45.50561797752809,14.60674157303371,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,glm-5v-turbo,GLM-5V-Turbo,178,59,33.146067415730336,26.40449438202247,40.44943820224719,14.04494382022472,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,178,54,30.337078651685395,23.595505617977526,37.07865168539326,13.483146067415733,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,178,51,28.651685393258425,21.910112359550563,35.39325842696629,13.483146067415728,False,1,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,gpt-5.4-mini,GPT-5.4-mini,178,51,28.651685393258425,22.47191011235955,35.39325842696629,12.921348314606739,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,llava-video-7b,LLaVA-Video-7B,178,48,26.96629213483146,20.786516853932586,33.70786516853933,12.921348314606739,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,mimo-v2-omni,Mimo-V2-Omni,178,48,26.96629213483146,20.786516853932586,33.70786516853933,12.921348314606739,False,13,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,qwen2.5-vl-72b,Qwen2.5-VL-72B,178,48,26.96629213483146,20.786516853932586,33.70786516853933,12.921348314606739,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,videollama3-7b,VideoLLaMA3-7B,178,48,26.96629213483146,20.786516853932586,33.70786516853933,12.921348314606739,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,internvl3-8b,InternVL3-8B,178,47,26.40449438202247,20.224719101123593,33.146067415730336,12.921348314606739,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,qwen2.5-vl-7b,Qwen2.5-VL-7B,178,46,25.842696629213485,19.662921348314608,32.58426966292135,12.921348314606742,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,minicpm-v-2.6,MiniCPM-V-2.6,178,44,24.719101123595504,18.53932584269663,30.89887640449438,12.35955056179775,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,video-r1-7b,Video-R1-7B,178,44,24.719101123595504,18.53932584269663,31.46067415730337,12.921348314606739,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,llava-video-72b,LLaVA-Video-72B,178,43,24.15730337078652,17.97752808988764,30.89887640449438,12.921348314606739,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,videochat-r1.5-7b,VideoChat-R1.5-7B,178,42,23.595505617977526,17.415730337078653,30.337078651685395,12.921348314606742,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,178,41,23.03370786516854,16.853932584269664,29.213483146067414,12.359550561797752,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,video-llava-7b,Video-LLaVA-7B,178,38,21.34831460674157,15.168539325842698,27.52808988764045,12.359550561797752,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,qwen3-vl-8b,Qwen3-VL-8B,178,36,20.224719101123593,14.606741573033707,26.40449438202247,11.797752808988763,False,0,QA item,percentile,0.95,20000,20260724
relative_spatial_change,Move,video-chatgpt-7b,Video-ChatGPT-7B,178,25,14.04494382022472,8.98876404494382,19.101123595505616,10.112359550561797,False,85,QA item,percentile,0.95,20000,20260724
